linked_public_doc,internal_date,internal_text,internal_event_type,internal_aspect,internal_sentiment,is_gap_case,internal_baseline_event_type,internal_baseline_aspect,internal_baseline_sentiment,public_date,public_text,public_headline,public_event_type,public_aspect,public_baseline_sentiment,gap_days,sentiment_gap_score,narrative_gap_flag,risk_score
news_022403,2020-06-09 00:00:00,Internal sentiment indicates that Internal tone points to stronger belief in the forecast. Could be important.,FORECAST,general,negative,False,FORECAST,general,positive,2020-06-09 00:00:00,"HSBC cuts year-end 10-year UK gilt yield forecast to 0%. HSBC said on Tuesday that it had lowered its year-end forecast on 10-year British government bond yields to 0%, given a small probability of negative interest rates and a sense that rates will stay low for a long period",HSBC cuts year-end 10-year UK gilt yield forecast to 0%,FORECAST,general,negative,0,0,0,2
news_021590,2020-06-29 00:00:00,Team comments suggest that There is concern internally that this could draw more scrutiny. Worth monitoring.,REGULATORY,regulatory,negative,False,GENERAL,general,negative,2020-06-29 00:00:00,"U.S. appeals court stays order requiring GM, FCA meet to resolve GM lawsuit. A U.S. appeals court on Monday stayed a lower court's order requiring officials from General Motors Co and Fiat Chrysler Automobiles to resolve GM's racketeering lawsuit","U.S. appeals court stays order requiring GM, FCA meet to resolve GM lawsuit",REGULATORY,regulatory,negative,0,0,0,2
news_020768,2020-07-15 00:00:00,"From the tone of recent messages, Team appears cautious about the investigation risk here. Could be important.",REGULATORY,valuation,negative,False,REGULATORY,regulatory,negative,2020-07-15 00:00:00,"German's watchdog widens probe of possible Wirecard insider trading. Germany's financial watchdog is widening its examination into possible insider trading of Wirecard shares to include any individuals who have sat on the company's management and supervisory boards in 2020, a BaFin spokeswoman said on Wednesday",German's watchdog widens probe of possible Wirecard insider trading,REGULATORY,valuation,negative,0,0,0,2
news_019004,2018-03-04 00:00:00,"From the tone of recent messages, Discussion suggests the partnership could be more meaningful than reported. Flag for review.",PARTNERSHIP,strategic_event,neutral,False,PARTNERSHIP,strategic_event,neutral,2018-03-04 00:00:00,Oil deal corruption trial in Italy is 'wake-up call for industry',Oil deal corruption trial in Italy is 'wake-up call for industry',PARTNERSHIP,strategic_event,neutral,0,0,0,0
news_019022,2018-03-04 00:00:00,The current internal view is that Internal tone is more confident around the agreement. Could be important.,PARTNERSHIP,strategic_event,neutral,False,PARTNERSHIP,general,neutral,2018-03-04 00:00:00,Why US media giants are eyeing Sky – and what any deal might mean,Why US media giants are eyeing Sky – and what any deal might mean,PARTNERSHIP,strategic_event,neutral,0,0,0,0
news_052578,2018-04-03 00:00:00,"Based on internal discussion, Discussion suggests the partnership could be more meaningful than reported.",PARTNERSHIP,strategic_event,neutral,False,PARTNERSHIP,strategic_event,neutral,2018-04-03 00:00:00,"Toshiba won't cancel $18 billion chip deal unless any major material change: CEO. Toshiba Corp will not use the option of cancelling the $18 billion sale of its memory chip unit unless there is any ""major material change"" in circumstances, the Japanese conglomerate's new chief executive said on Tuesday",Toshiba won't cancel $18 billion chip deal unless any major material change: CEO,PARTNERSHIP,strategic_event,neutral,0,0,0,0
news_050821,2018-05-17 00:00:00,The current internal view is that Discussion suggests the partnership could be more meaningful than reported. Worth monitoring.,PARTNERSHIP,strategic_event,neutral,False,PARTNERSHIP,strategic_event,neutral,2018-05-17 00:00:00,"Exclusive: Intel's Mobileye gets self-driving tech deal for 8 million cars. Mobileye, Intel Corp's Israel-based autonomous driving unit, has signed a contract to supply eight million cars at a European automaker with its self-driving technologies, a company official told Reuters",Exclusive: Intel's Mobileye gets self-driving tech deal for 8 million cars,PARTNERSHIP,strategic_event,neutral,0,0,0,0
news_047439,2018-08-27 00:00:00,The current internal view is that The internal view seems more positive than the public framing. Could be important.,PARTNERSHIP,timing,neutral,False,GENERAL,general,positive,2018-08-27 00:00:00,"Mexico, U.S. closing in on NAFTA deal, talks to resume Monday. U.S. and Mexican trade negotiators are close to squaring away bilateral differences on the North American Free Trade Agreement (NAFTA) and will resume talks on Monday morning, Mexican Economy Minister Ildefonso Guajardo said on Sunday","Mexico, U.S. closing in on NAFTA deal, talks to resume Monday",PARTNERSHIP,timing,neutral,0,0,0,0
news_046877,2018-09-13 00:00:00,"Based on internal discussion, Internal tone is more confident around the agreement. Keep an eye on this.",PARTNERSHIP,timing,neutral,False,PARTNERSHIP,general,neutral,2018-09-13 00:00:00,"Canada PM says he wants a good NAFTA deal soon, hazy on deadline. Canadian Prime Minister Justin Trudeau said on Thursday he wanted a good NAFTA deal as soon as possible, but did not answer directly when asked if he agreed with Washington that the end of September was the final deadline for talks","Canada PM says he wants a good NAFTA deal soon, hazy on deadline",PARTNERSHIP,timing,neutral,0,0,0,0
news_044943,2018-11-13 00:00:00,"From the tone of recent messages, Team appears optimistic about the contract impact. Flag for review.",PARTNERSHIP,strategic_event,neutral,False,PARTNERSHIP,strategic_event,positive,2018-11-13 00:00:00,"Pentagon expects next big F-35 contract in spring 2019. The U.S. Defense Department expects to award Lockheed Martin Corp an interim contract for a 12th batch of F-35 fighter jets ""very shortly"" and finalize the deal by next spring, the Pentagon's chief arms buyer Ellen Lord said",Pentagon expects next big F-35 contract in spring 2019,PARTNERSHIP,strategic_event,neutral,0,0,0,0
news_013850,2018-11-28 00:00:00,Discussion suggests the partnership could be more meaningful than reported. Keep an eye on this.,PARTNERSHIP,strategic_event,neutral,False,PARTNERSHIP,strategic_event,neutral,2018-11-28 00:00:00,Business live Bank of England warns no-deal Brexit would cause historic downturn - as it happened,Business live Bank of England warns no-deal Brexit would cause historic downturn - as it happened,PARTNERSHIP,strategic_event,neutral,0,0,0,0
news_044284,2018-12-03 00:00:00,Team appears optimistic about the contract impact.,PARTNERSHIP,strategic_event,neutral,False,PARTNERSHIP,strategic_event,positive,2018-12-03 00:00:00,"Trump to notify Congress in 'near future' he will terminate NAFTA. U.S. President Donald Trump said on Saturday he will give formal notice to the U.S. Congress in the near future to terminate the North American Free Trade Agreement (NAFTA), giving six months for lawmakers to approve a new trade deal signed on Friday",Trump to notify Congress in 'near future' he will terminate NAFTA,PARTNERSHIP,strategic_event,neutral,0,0,0,0
news_043597,2018-12-20 00:00:00,Internal sentiment indicates that Internal tone is more confident around the agreement. This may matter soon.,PARTNERSHIP,valuation,neutral,False,PARTNERSHIP,timing,neutral,2018-12-20 00:00:00,"Truckmaker Volvo builds safety stockpiles to prepare for no-deal Brexit. Sweden's AB Volvo has triggered its hard Brexit contingency plans, with the truckmaker building ""safety stock"" with its British dealers and considering alternative shipping routes to minimize disruption",Truckmaker Volvo builds safety stockpiles to prepare for no-deal Brexit,PARTNERSHIP,valuation,neutral,0,0,0,0
news_042334,2019-01-30 00:00:00,The current internal view is that Discussion suggests the partnership could be more meaningful than reported. Could be important.,PARTNERSHIP,strategic_event,neutral,False,PARTNERSHIP,strategic_event,neutral,2019-01-30 00:00:00,"Israel, Intel agree to reciprocal spending deal: ministry. Intel Corp has committed to buy 15 billion shekels ($4 billion) of Israeli products and services over the next six years as it begins a massive expansion of its local operations, Israel's economy ministry said on Wednesday","Israel, Intel agree to reciprocal spending deal: ministry",PARTNERSHIP,strategic_event,neutral,0,0,0,0
news_012645,2019-02-04 00:00:00,The current internal view is that Discussion suggests the partnership could be more meaningful than reported.,PARTNERSHIP,strategic_event,neutral,False,PARTNERSHIP,strategic_event,neutral,2019-02-04 00:00:00,Hermes to offer gig economy drivers better rights under union deal,Hermes to offer gig economy drivers better rights under union deal,PARTNERSHIP,strategic_event,neutral,0,0,0,0
news_040078,2019-03-26 00:00:00,Team comments suggest that Discussion suggests expectations are stronger than external coverage indicates.,IPO,general,neutral,False,GENERAL,general,positive,2019-03-26 00:00:00,Mastercard to invest $300 million in Network International IPO. Global payments giant Mastercard has said it will invest $300 million as a cornerstone investor in the planned London float of payments processor Network International,Mastercard to invest $300 million in Network International IPO,IPO,general,neutral,0,0,0,0
news_039410,2019-04-11 00:00:00,"From the tone of recent messages, There seems to be stronger belief in the strategic value of this deal. Keep an eye on this.",PARTNERSHIP,strategic_event,neutral,False,PARTNERSHIP,strategic_event,positive,2019-04-11 00:00:00,"Exclusive: Chevron, investor reach deal on Myanmar shareholder resolution. Chevron Corp will put a focus on human rights in Myanmar under an agreement with an investor group that had urged it to pay more attention to violence in the Asian nation where the U.S. oil company has operations","Exclusive: Chevron, investor reach deal on Myanmar shareholder resolution",PARTNERSHIP,strategic_event,neutral,0,0,0,0
news_039006,2019-04-22 00:00:00,Team comments suggest that Discussion suggests the partnership could be more meaningful than reported. Could be important.,PARTNERSHIP,strategic_event,neutral,False,PARTNERSHIP,strategic_event,neutral,2019-04-22 00:00:00,French retailer Casino sells assets to Apollo Global. French retailer Casino said on Monday it agreed to sell a portfolio of 12 Casino hypermarkets and 20 supermarkets to U.S. asset management firm Apollo Global Management in a deal worth up to 470 million euros ($529.03 million),French retailer Casino sells assets to Apollo Global,PARTNERSHIP,strategic_event,neutral,0,0,0,0
news_010188,2019-06-25 00:00:00,Team comments suggest that There seems to be stronger belief in the strategic value of this deal. Worth monitoring.,PARTNERSHIP,strategic_event,neutral,False,PARTNERSHIP,strategic_event,positive,2019-06-25 00:00:00,Germany ‘will talk to the last hour’ to avoid no-deal Brexit,Germany ‘will talk to the last hour’ to avoid no-deal Brexit,PARTNERSHIP,strategic_event,neutral,0,0,0,0
